instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/9leaves/opt/14-treeWeight-279-9leaves.asp.ground,0.0004,0.9407,0.0003,0.0024,0.9336,0.0057,1.0,230796.0,229498.0,1298.0,921488.0,3.9927,227545.0,3878.0,0.0,0.0,227861.0,227807.0,36.0,18.0,0.0,0.9998,0.0002,0.0001,0.0,1135.0,137.0,18.0,980.0,0.1207,0.0159,0.8634,690774.0,212783.0,17931.0,0.7496,0.2309,0.0195
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/9leaves/opt/16-treeWeight-824-9leaves.asp.ground,0.0001,0.9687,0.0001,0.0011,0.9661,0.0019,1.0,705048.0,703750.0,1298.0,2818143.0,3.9971,699049.0,6874.0,0.0,0.0,699483.0,699429.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1634.0,134.0,18.0,1482.0,0.082,0.011,0.907,2113177.0,675938.0,29028.0,0.7498,0.2399,0.0103
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/9leaves/opt/18-treeWeight-657-9leaves.asp.ground,0.0001,0.9738,0.0001,0.0013,0.9712,0.0016,1.0,827210.0,825912.0,1298.0,3306031.0,3.9966,821206.0,6968.0,0.0,0.0,821776.0,821722.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1805.0,141.0,18.0,1646.0,0.0781,0.01,0.9119,2478903.0,798348.0,28780.0,0.7498,0.2415,0.0087
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/9leaves/opt/22-treeWeight-579-9leaves.asp.ground,0.0001,0.9664,0.0001,0.0013,0.9633,0.0022,1.0,600328.0,599030.0,1298.0,2399454.0,3.9969,594948.0,6093.0,0.0,0.0,595376.0,595322.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1318.0,126.0,18.0,1174.0,0.0956,0.0137,0.8907,1799208.0,573608.0,26638.0,0.7498,0.2391,0.0111
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/9leaves/opt/23-treeWeight-679-9leaves.asp.ground,0.0001,0.9662,0.0001,0.0012,0.9634,0.0019,1.0,683489.0,682191.0,1298.0,2733263.0,3.999,677591.0,6734.0,0.0,0.0,678028.0,677974.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1547.0,143.0,18.0,1386.0,0.0924,0.0116,0.8959,2049856.0,653459.0,29948.0,0.75,0.2391,0.011
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/9leaves/opt/26-treeWeight-239-9leaves.asp.ground,0.0005,0.9341,0.0004,0.003,0.9253,0.0073,1.0,181338.0,180040.0,1298.0,723067.0,3.9874,178463.0,3468.0,0.0,0.0,178771.0,178717.0,36.0,18.0,0.0,0.9997,0.0002,0.0001,0.0,1070.0,134.0,18.0,918.0,0.1252,0.0168,0.8579,541811.0,165486.0,15770.0,0.7493,0.2289,0.0218
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/01-treeWeight-545-8leaves.asp.ground,0.0002,0.9726,0.0001,0.0018,0.9694,0.0017,1.0,474292.0,473502.0,790.0,1893465.0,3.9922,470201.0,4896.0,0.0,0.0,470672.0,470624.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1509.0,117.0,16.0,1376.0,0.0775,0.0106,0.9119,1419238.0,456438.0,17789.0,0.7495,0.2411,0.0094
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/04-treeWeight-695-8leaves.asp.ground,0.0002,0.9693,0.0002,0.0021,0.9654,0.0023,1.0,353528.0,352738.0,790.0,1409546.0,3.9871,349826.0,4499.0,0.0,0.0,350241.0,350193.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1495.0,115.0,16.0,1364.0,0.0769,0.0107,0.9124,1056083.0,338234.0,15229.0,0.7492,0.24,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/05-treeWeight-562-8leaves.asp.ground,0.0002,0.9682,0.0002,0.002,0.9648,0.0018,1.0,447025.0,446235.0,790.0,1784915.0,3.9929,442699.0,5111.0,0.0,0.0,443172.0,443124.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1464.0,122.0,16.0,1326.0,0.0833,0.0109,0.9057,1337955.0,427743.0,19217.0,0.7496,0.2396,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/06-treeWeight-506-8leaves.asp.ground,0.0003,0.9636,0.0003,0.0022,0.9589,0.003,1.0,266131.0,265341.0,790.0,1060806.0,3.986,262984.0,3780.0,0.0,0.0,263321.0,263273.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1174.0,108.0,16.0,1050.0,0.092,0.0136,0.8944,794740.0,252626.0,13440.0,0.7492,0.2381,0.0127
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/07-treeWeight-422-8leaves.asp.ground,0.0002,0.9678,0.0002,0.0021,0.964,0.0021,1.0,381627.0,380837.0,790.0,1523319.0,3.9916,377910.0,4465.0,0.0,0.0,378355.0,378307.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1391.0,121.0,16.0,1254.0,0.087,0.0115,0.9015,1141757.0,364890.0,16672.0,0.7495,0.2395,0.0109
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/08-treeWeight-603-8leaves.asp.ground,0.0001,0.9719,0.0001,0.0017,0.969,0.0015,1.0,539472.0,538682.0,790.0,2154645.0,3.994,534840.0,5465.0,0.0,0.0,535330.0,535282.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1562.0,120.0,16.0,1426.0,0.0768,0.0102,0.9129,1615238.0,518976.0,20431.0,0.7497,0.2409,0.0095
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/12-treeWeight-687-8leaves.asp.ground,0.0001,0.974,0.0001,0.0015,0.9713,0.0015,1.0,546825.0,546035.0,790.0,2183234.0,3.9926,542159.0,5412.0,0.0,0.0,542599.0,542551.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1390.0,118.0,16.0,1256.0,0.0849,0.0115,0.9036,1636474.0,527223.0,19537.0,0.7496,0.2415,0.0089
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/13-treeWeight-503-8leaves.asp.ground,0.0002,0.965,0.0002,0.0019,0.9615,0.0022,1.0,367441.0,366651.0,790.0,1466863.0,3.9921,363569.0,4534.0,0.0,0.0,363952.0,363904.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1231.0,109.0,16.0,1106.0,0.0885,0.013,0.8985,1099487.0,350060.0,17316.0,0.7495,0.2386,0.0118
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/14-treeWeight-503-8leaves.asp.ground,0.0001,0.977,0.0001,0.0019,0.9739,0.0014,1.0,557087.0,556297.0,790.0,2223615.0,3.9915,552786.0,5147.0,0.0,0.0,553357.0,553309.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1599.0,109.0,16.0,1474.0,0.0682,0.01,0.9218,1666593.0,539111.0,17911.0,0.7495,0.2424,0.0081
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/20-treeWeight-696-8leaves.asp.ground,0.0002,0.9711,0.0002,0.0017,0.9678,0.0019,1.0,412543.0,411753.0,790.0,1645965.0,3.9898,408557.0,4725.0,0.0,0.0,408948.0,408900.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1380.0,114.0,16.0,1250.0,0.0826,0.0116,0.9058,1233487.0,395949.0,16529.0,0.7494,0.2406,0.01
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/24-treeWeight-549-8leaves.asp.ground,0.0003,0.9557,0.0002,0.0021,0.9512,0.0029,1.0,278023.0,277233.0,790.0,1109652.0,3.9912,274453.0,4246.0,0.0,0.0,274784.0,274736.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1256.0,112.0,16.0,1128.0,0.0892,0.0127,0.8981,831694.0,261603.0,16355.0,0.7495,0.2358,0.0147
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/26-treeWeight-711-8leaves.asp.ground,0.0002,0.9727,0.0002,0.0017,0.9694,0.0019,1.0,412906.0,412116.0,790.0,1646592.0,3.9878,408835.0,4713.0,0.0,0.0,409227.0,409179.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1193.0,107.0,16.0,1070.0,0.0897,0.0134,0.8969,1233751.0,396873.0,15968.0,0.7493,0.241,0.0097
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/hard/30-treeWeight-567-8leaves.asp.ground,0.0001,0.9786,0.0001,0.002,0.9755,0.0014,1.0,578194.0,577404.0,790.0,2307330.0,3.9906,573835.0,5232.0,0.0,0.0,574438.0,574390.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1647.0,115.0,16.0,1516.0,0.0698,0.0097,0.9205,1729201.0,560605.0,17524.0,0.7494,0.243,0.0076
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/01-treeWeight-494-8leaves.asp.ground,0.0002,0.9673,0.0002,0.0019,0.9637,0.002,1.0,393445.0,392655.0,790.0,1570831.0,3.9925,389596.0,4601.0,0.0,0.0,390016.0,389968.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1403.0,117.0,16.0,1270.0,0.0834,0.0114,0.9052,1177451.0,375997.0,17383.0,0.7496,0.2394,0.0111
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/03-treeWeight-617-8leaves.asp.ground,0.0006,0.9498,0.0005,0.003,0.942,0.006,1.0,133147.0,132357.0,790.0,528575.0,3.9699,130824.0,2894.0,0.0,0.0,131067.0,131019.0,32.0,16.0,0.0,0.9996,0.0002,0.0001,0.0,1057.0,101.0,16.0,940.0,0.0956,0.0151,0.8893,395493.0,123572.0,9510.0,0.7482,0.2338,0.018
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/05-treeWeight-511-8leaves.asp.ground,0.0002,0.9622,0.0002,0.0021,0.9583,0.0022,1.0,361785.0,360995.0,790.0,1444440.0,3.9925,357761.0,4757.0,0.0,0.0,358183.0,358135.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1360.0,122.0,16.0,1222.0,0.0897,0.0118,0.8985,1082720.0,343420.0,18300.0,0.7496,0.2378,0.0127
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/06-treeWeight-455-8leaves.asp.ground,0.0004,0.9543,0.0003,0.0023,0.9488,0.0038,1.0,211925.0,211135.0,790.0,844747.0,3.9861,208982.0,3524.0,0.0,0.0,209268.0,209220.0,32.0,16.0,0.0,0.9998,0.0002,0.0001,0.0,1070.0,108.0,16.0,946.0,0.1009,0.015,0.8841,632887.0,198676.0,13184.0,0.7492,0.2352,0.0156
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/09-treeWeight-452-8leaves.asp.ground,0.0002,0.9638,0.0002,0.0022,0.9596,0.0024,1.0,333889.0,333099.0,790.0,1332536.0,3.991,330251.0,4343.0,0.0,0.0,330654.0,330606.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1310.0,116.0,16.0,1178.0,0.0885,0.0122,0.8992,998712.0,317464.0,16360.0,0.7495,0.2382,0.0123
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/13-treeWeight-452-8leaves.asp.ground,0.0003,0.958,0.0002,0.002,0.9538,0.0027,1.0,292521.0,291731.0,790.0,1167680.0,3.9918,288950.0,4178.0,0.0,0.0,289282.0,289234.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1121.0,109.0,16.0,996.0,0.0972,0.0143,0.8885,875224.0,276049.0,16407.0,0.7495,0.2364,0.0141
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/15-treeWeight-615-8leaves.asp.ground,0.0002,0.9655,0.0002,0.0022,0.9612,0.0025,1.0,319437.0,318647.0,790.0,1273796.0,3.9876,315831.0,4334.0,0.0,0.0,316220.0,316172.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1370.0,102.0,16.0,1252.0,0.0745,0.0117,0.9139,954424.0,304063.0,15309.0,0.7493,0.2387,0.012
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/16-treeWeight-444-8leaves.asp.ground,0.0002,0.962,0.0002,0.0024,0.9575,0.0025,1.0,316154.0,315364.0,790.0,1261515.0,3.9902,312522.0,4323.0,0.0,0.0,312940.0,312892.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1284.0,114.0,16.0,1154.0,0.0888,0.0125,0.8988,945426.0,299810.0,16279.0,0.7494,0.2377,0.0129
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/17-treeWeight-567-8leaves.asp.ground,0.0002,0.9652,0.0002,0.0019,0.9616,0.0021,1.0,381615.0,380825.0,790.0,1523378.0,3.9919,377574.0,4753.0,0.0,0.0,377982.0,377934.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1322.0,118.0,16.0,1188.0,0.0893,0.0121,0.8986,1141828.0,363681.0,17869.0,0.7495,0.2387,0.0117
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/19-treeWeight-735-8leaves.asp.ground,0.0002,0.9664,0.0002,0.002,0.9624,0.0024,1.0,327352.0,326562.0,790.0,1305395.0,3.9877,323704.0,4316.0,0.0,0.0,324063.0,324015.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1235.0,117.0,16.0,1102.0,0.0947,0.013,0.8923,978108.0,312042.0,15245.0,0.7493,0.239,0.0117
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/20-treeWeight-645-8leaves.asp.ground,0.0002,0.9656,0.0002,0.0017,0.962,0.0023,1.0,347689.0,346899.0,790.0,1387263.0,3.99,343889.0,4485.0,0.0,0.0,344229.0,344181.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1272.0,114.0,16.0,1142.0,0.0896,0.0126,0.8978,1039639.0,331324.0,16300.0,0.7494,0.2388,0.0117
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/21-treeWeight-466-8leaves.asp.ground,0.0003,0.9561,0.0002,0.0024,0.9513,0.0029,1.0,273195.0,272405.0,790.0,1090183.0,3.9905,269717.0,4170.0,0.0,0.0,270088.0,270040.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1285.0,115.0,16.0,1154.0,0.0895,0.0125,0.8981,817053.0,257089.0,16041.0,0.7495,0.2358,0.0147
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/28-treeWeight-604-8leaves.asp.ground,0.0002,0.9708,0.0002,0.0019,0.9673,0.002,1.0,403702.0,402912.0,790.0,1610756.0,3.99,399833.0,4609.0,0.0,0.0,400248.0,400200.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1387.0,109.0,16.0,1262.0,0.0786,0.0115,0.9099,1207119.0,387329.0,16308.0,0.7494,0.2405,0.0101
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/unsat/29-treeWeight-325-8leaves.asp.ground,0.0005,0.9442,0.0004,0.0028,0.9371,0.0053,1.0,152125.0,151335.0,790.0,605884.0,3.9828,149653.0,2964.0,0.0,0.0,149906.0,149858.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,892.0,108.0,16.0,768.0,0.1211,0.0179,0.861,453824.0,140533.0,11527.0,0.749,0.2319,0.019
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/02-treeWeight-773-8leaves.asp.ground,0.0001,0.9831,0.0001,0.0015,0.9809,0.0009,1.0,868503.0,867713.0,790.0,3467838.0,3.9929,863235.0,6284.0,0.0,0.0,863911.0,863863.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,1932.0,116.0,16.0,1800.0,0.06,0.0083,0.9317,2599400.0,847648.0,20790.0,0.7496,0.2444,0.006
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/05-treeWeight-1337-8leaves.asp.ground,0.0,0.9918,0.0,0.0014,0.9901,0.0004,1.0,1780155.0,1779365.0,790.0,7108126.0,3.993,1773363.0,8366.0,0.0,0.0,1774611.0,1774563.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,3042.0,122.0,16.0,2904.0,0.0401,0.0053,0.9546,5328036.0,1757238.0,22852.0,0.7496,0.2472,0.0032
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/08-treeWeight-2070-8leaves.asp.ground,0.0,0.9946,0.0,0.0014,0.993,0.0003,1.0,2828107.0,2827317.0,790.0,11294379.0,3.9936,2819906.0,10511.0,0.0,0.0,2821863.0,2821815.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,4516.0,120.0,16.0,4380.0,0.0266,0.0035,0.9699,8466337.0,2802306.0,25736.0,0.7496,0.2481,0.0023
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/09-treeWeight-1509-8leaves.asp.ground,0.0,0.9929,0.0,0.0016,0.9908,0.0005,1.0,1740862.0,1740072.0,790.0,6948673.0,3.9915,1734226.0,8413.0,0.0,0.0,1735686.0,1735638.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,3454.0,116.0,16.0,3322.0,0.0336,0.0046,0.9618,5207876.0,1720018.0,20779.0,0.7495,0.2475,0.003
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/10-treeWeight-936-8leaves.asp.ground,0.0001,0.9895,0.0001,0.0016,0.9874,0.0007,1.0,1155873.0,1155083.0,790.0,4613259.0,3.9911,1150345.0,6776.0,0.0,0.0,1151296.0,1151248.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2403.0,109.0,16.0,2278.0,0.0454,0.0067,0.948,3457451.0,1136967.0,18841.0,0.7495,0.2465,0.0041
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/13-treeWeight-823-8leaves.asp.ground,0.0001,0.9853,0.0001,0.0015,0.9831,0.0009,1.0,900637.0,899847.0,790.0,3595231.0,3.9919,895456.0,6178.0,0.0,0.0,896159.0,896111.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,1901.0,109.0,16.0,1776.0,0.0573,0.0084,0.9342,2694659.0,881177.0,19395.0,0.7495,0.2451,0.0054
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/15-treeWeight-1237-8leaves.asp.ground,0.0001,0.99,0.0001,0.0018,0.9876,0.0007,1.0,1090736.0,1089946.0,790.0,4352169.0,3.9901,1085479.0,6611.0,0.0,0.0,1086490.0,1086442.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2622.0,102.0,16.0,2504.0,0.0389,0.0061,0.955,3261498.0,1073097.0,17574.0,0.7494,0.2466,0.004
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/18-treeWeight-1026-8leaves.asp.ground,0.0001,0.988,0.0001,0.0022,0.9849,0.0011,1.0,751909.0,751119.0,790.0,2997820.0,3.9869,747469.0,5581.0,0.0,0.0,748346.0,748298.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,2183.0,115.0,16.0,2052.0,0.0527,0.0073,0.94,2245976.0,737207.0,14637.0,0.7492,0.2459,0.0049
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/20-treeWeight-904-8leaves.asp.ground,0.0001,0.9831,0.0001,0.0016,0.9806,0.0011,1.0,703731.0,702941.0,790.0,2808221.0,3.9905,699121.0,5557.0,0.0,0.0,699720.0,699672.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,1796.0,114.0,16.0,1666.0,0.0635,0.0089,0.9276,2104555.0,686305.0,17361.0,0.7494,0.2444,0.0062
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/22-treeWeight-835-8leaves.asp.ground,0.0001,0.9874,0.0001,0.0016,0.9851,0.0008,1.0,939888.0,939098.0,790.0,3750894.0,3.9908,934841.0,6170.0,0.0,0.0,935639.0,935591.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,2150.0,112.0,16.0,2022.0,0.0521,0.0074,0.9405,2811071.0,921906.0,17917.0,0.7494,0.2458,0.0048
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/23-treeWeight-627-8leaves.asp.ground,0.0001,0.9813,0.0001,0.0016,0.9788,0.001,1.0,781963.0,781173.0,790.0,3122519.0,3.9932,776944.0,5993.0,0.0,0.0,777602.0,777554.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,1847.0,117.0,16.0,1714.0,0.0633,0.0087,0.928,2340621.0,761360.0,20538.0,0.7496,0.2438,0.0066
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/25-treeWeight-1278-8leaves.asp.ground,0.0001,0.989,0.0001,0.0021,0.9863,0.0009,1.0,913378.0,912588.0,790.0,3642972.0,3.9885,908484.0,6212.0,0.0,0.0,909459.0,909411.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,2532.0,120.0,16.0,2396.0,0.0474,0.0063,0.9463,2729659.0,897086.0,16227.0,0.7493,0.2463,0.0045
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/28-treeWeight-1381-8leaves.asp.ground,0.0001,0.9915,0.0,0.0017,0.9894,0.0006,1.0,1380609.0,1379819.0,790.0,5509981.0,3.991,1374717.0,7412.0,0.0,0.0,1375909.0,1375861.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2947.0,109.0,16.0,2822.0,0.037,0.0054,0.9576,4129437.0,1361456.0,19088.0,0.7494,0.2471,0.0035
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/easy/29-treeWeight-828-8leaves.asp.ground,0.0001,0.9863,0.0001,0.0023,0.9829,0.0013,1.0,618852.0,618062.0,790.0,2466674.0,3.9859,614813.0,5038.0,0.0,0.0,615569.0,615521.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1906.0,108.0,16.0,1782.0,0.0567,0.0084,0.9349,1847887.0,605108.0,13679.0,0.7491,0.2453,0.0055
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/01-treeWeight-495-8leaves.asp.ground,0.0002,0.9674,0.0002,0.0019,0.9638,0.002,1.0,395007.0,394217.0,790.0,1577065.0,3.9925,391153.0,4607.0,0.0,0.0,391574.0,391526.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1405.0,117.0,16.0,1272.0,0.0833,0.0114,0.9053,1182123.0,377549.0,17393.0,0.7496,0.2394,0.011
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/03-treeWeight-618-8leaves.asp.ground,0.0006,0.95,0.0005,0.003,0.9423,0.006,1.0,133808.0,133018.0,790.0,531207.0,3.9699,131482.0,2898.0,0.0,0.0,131726.0,131678.0,32.0,16.0,0.0,0.9996,0.0002,0.0001,0.0,1059.0,101.0,16.0,942.0,0.0954,0.0151,0.8895,397464.0,124229.0,9514.0,0.7482,0.2339,0.0179
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/05-treeWeight-512-8leaves.asp.ground,0.0002,0.9623,0.0002,0.0021,0.9584,0.0022,1.0,363410.0,362620.0,790.0,1450933.0,3.9926,359380.0,4764.0,0.0,0.0,359803.0,359755.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1362.0,122.0,16.0,1224.0,0.0896,0.0117,0.8987,1087588.0,345024.0,18321.0,0.7496,0.2378,0.0126
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/06-treeWeight-456-8leaves.asp.ground,0.0004,0.9545,0.0003,0.0023,0.949,0.0038,1.0,212961.0,212171.0,790.0,848876.0,3.9861,210014.0,3529.0,0.0,0.0,210301.0,210253.0,32.0,16.0,0.0,0.9998,0.0002,0.0001,0.0,1072.0,108.0,16.0,948.0,0.1007,0.0149,0.8843,635980.0,199707.0,13189.0,0.7492,0.2353,0.0155
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/07-treeWeight-372-8leaves.asp.ground,0.0003,0.9617,0.0002,0.0024,0.9571,0.0026,1.0,302528.0,301738.0,790.0,1207345.0,3.9909,299130.0,4089.0,0.0,0.0,299525.0,299477.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1277.0,121.0,16.0,1140.0,0.0948,0.0125,0.8927,904882.0,286834.0,15629.0,0.7495,0.2376,0.0129
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/08-treeWeight-553-8leaves.asp.ground,0.0002,0.9673,0.0002,0.0018,0.964,0.0018,1.0,448736.0,447946.0,790.0,1792234.0,3.994,444391.0,5127.0,0.0,0.0,444831.0,444783.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1460.0,120.0,16.0,1324.0,0.0822,0.011,0.9068,1343563.0,429038.0,19633.0,0.7497,0.2394,0.011
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/09-treeWeight-453-8leaves.asp.ground,0.0002,0.9639,0.0002,0.0022,0.9598,0.0024,1.0,335385.0,334595.0,790.0,1338510.0,3.991,331742.0,4349.0,0.0,0.0,332146.0,332098.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1312.0,116.0,16.0,1180.0,0.0884,0.0122,0.8994,1003190.0,318946.0,16374.0,0.7495,0.2383,0.0122
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/8leaves/opt/11-treeWeight-653-8leaves.asp.ground,0.0001,0.9779,0.0001,0.0018,0.9751,0.0013,1.0,625161.0,624371.0,790.0,2495594.0,3.9919,620456.0,5631.0,0.0,0.0,621045.0,620997.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1747.0,121.0,16.0,1610.0,0.0693,0.0092,0.9216,1870498.0,605768.0,19328.0,0.7495,0.2427,0.0077
